proposal_id,space_id,title,total_votes,total_voting_power
0x23985f3bb58758f0f43c5248085f6b7f1783c8e205604262336d043558aeca0c,arbitrumfoundation.eth,Research on context and retention,1000,129709506.82487679
0xaa831b9306c3ec4f4a9b9731e7c445e540e5a24461a79f1166cb8dcdfa692d09,arbitrumfoundation.eth,[Non-Constitutional] Whitelist Infura Nova Validator,1000,106046546.62845221
0x1326cb522a74b29fb12d52bb302b245180c2b8f6e1fe8f295c4447bd96a5bacd,arbitrumfoundation.eth,[Non-Constitutional] Arbitrum DAO Delegate Incentive Program,1000,139062136.14808095
0x852b7e7bc83db6c3628695816647bdeb9825d10e445a71dcc94e651b2f8a71b9,arbitrumfoundation.eth,[Non-Constitutional] Funds to Bolster Foundation’s Strategic Partnerships Budget,1000,133935577.98802526
0x41bc78325225705741c2eaebd9352bde74c2b28867e1a7321ccab0fa8fd5c2b7,arbitrumfoundation.eth,GovHack Devcon in Bangkok - Hack Humanity,1000,131214280.9454587
0x8f242363dbc69d640799b461b27ba7b957ab13af87389b699639ba335b8b5e91,arbitrumfoundation.eth,ArbitrumDAO Off-site,1000,133581551.78729488
0xd05fe5e629072098183d454fb5084715a19d5b3285af2b87c3dad7b61d614954,arbitrumfoundation.eth,Terms of Tenure for STEP program manager,1000,145215717.8178262
0xffe9bb38228fdaf3d121140856fd2d51c2ca7f8e0d1021c07e791cebb541129a,arbitrumfoundation.eth,"Constitutional AIP: Proposal to adopt Timeboost, a new transaction ordering policy ",1000,133406193.86831863
0x785e8ed145d34ab4c9fea725cf0ce31267f90bc2ed4423e6e718c5e736e84c06,arbitrumfoundation.eth,[Aave DAO] LTIPP Grant Extension Request,1000,117134795.79037438
0xbe03044e4eeddfe838b719cffe234aced53238da1cef7f3e5e8c2a86aadcccb6,arbitrumfoundation.eth,Fund the Stylus Sprint,1000,155075745.63851163
0x9db0ec7f1e6dbdaaa472eaabad7c69fac93d4453e01ce04f1971a4cbd3655ba4,arbitrumfoundation.eth,Synthetix LTIP Grant Extension Request,1000,157815059.2723501
0x22f9e560d0a4aac46cc1e49ea71858d531226d0750409acdbfd766fa9c5eb1cb,arbitrumfoundation.eth,Enhancing Multichain Governance: Upgrading RARI Governance Token on Arbitrum,1000,144506161.05697313
0xb761aeef86e9c7a12a7c7326f28cb10bd0d9d94a83041624dc5d03628c3f5c94,arbitrumfoundation.eth,[Pyth Network] Arbitrum LTIPP Extension Request,1000,133312451.90110673
0x66812a5c91fe5f590965148c76f1ca609fdc5ded722544673c275a3b2ed94549,arbitrumfoundation.eth,ArbitrumDAO Procurement Committee Phase II,1000,136498660.29857615
0xc6cb49223880ff49077d74260c44845ed18c3a1825a9a3941af454106f700c50,arbitrumfoundation.eth,[Replace Oversight Committee with MSS] Delegate to Voter Enfranchisement Pool — Event Horizon,1000,125538966.33848087
0x92b4ac07fbadbb32c30f502880c4dfb1c4882c32d6ae84c2307f9f01dec079c7,arbitrumfoundation.eth,STIP-Bridge Operational Budget,1000,142521004.04860348
0x75d1aff7adb317bb629a334fba748fdd6ddac5ba1e64870b8abb4a12d6ed5a6f,arbitrumfoundation.eth,[Constitutional] Extend Delay on L2Time Lock ,1000,141910198.86849332
0x29c7eb60e1ed122f81aa5f4caeb5d171b27ae644666ad18aece78ff28d7b9245,arbitrumfoundation.eth,Ethereum Protocol Attackathon Sponsorship,1000,136411668.12912416
0xbbec2fbf891d9abb21e8be380f79806519df8294d1d2cdce155d105fd1fed8db,arbitrumfoundation.eth,Should the DAO Create COI & Self Voting Policies?,1000,136020526.98815358
0x4aa15fd4e3f8f4b270007186a76c1c79f7d3f8a4ae27f6d528666840d8cd477d,arbitrumfoundation.eth,Strategic Treasury Management on Arbitrum,1000,124455072.0962005
0x04971448620419df86ea930d3f4ae75ad4fff2ebcaead84687a27475f00e24d5,arbitrumfoundation.eth,An (EIP-4824 powered) daoURI for the Arbitrum DAO,1000,137364942.67574248
0x21a4ec3fd338fa4eb2230d0e6131d1411639d94cf1b27864c9a3c1c722568c08,arbitrumfoundation.eth,ArbitrumDAO Off-site,1000,137027763.31114614
0x0e646ace733f4a098ac7036dbadad8465ea65c8e3c485e014501d41b7b439d87,arbitrumfoundation.eth,Proposal to Temporary Extend Delegate Incentive System.,1000,141291857.5630342
0x24188af307bee6ce66d10394d03d501746b343a686d64806ee71954e317ed382,arbitrumfoundation.eth,Should the DAO Default to using Shielded Voting for Snapshot Votes?,1000,127749691.17355378
0x573c74706924ce482080ba44deb77d75e8d6bdb516fbbdee54b78861c1683f1b,arbitrumfoundation.eth,ArbitrumDAO Governance Analytics Dashboard,1000,145508260.50473693
0xd54c3dd8f27a9baef80c92189e63f06a6cb905e296be0b55dfaa8835a3b75127,arbitrumfoundation.eth,Transparency and Standardized Metrics for Orbit Chains,1000,150069853.4680892
0xb581f3aed701ae889c1d79406acdf3d653e6eb4323cb5e46635f729e6313da4d,arbitrumfoundation.eth,ARB Staking: Unlock ARB Utility and Align Governance ,1000,144320226.855937
0x99b57df3577e8e6561f3549b057bd87fdb7e66f65a7c45fddf63d9cd62f993d8,arbitrumfoundation.eth,[Non-constitutional] Incentives Detox Proposal,1000,101558773.41760902
0xd6138aaca39742a1a56f3219a74a4258e0786aa5494cdfbe752f23277c1b947f,arbitrumfoundation.eth, Change Arbitrum Expansion Program to allow deployments of new Orbit chains on any blockchain,1000,137087280.39942488
0x07bea6e32d32b4d3ed20faec6950c3546e2319bc2497716c53ee05995d4a00eb,arbitrumfoundation.eth,Furucombo's Misuse of Funds,1000,80792305.44413984
0x3161a3d9486ab7b6099be9fda16d6498f329249c0ad33b0f75090f2ceb557789,arbitrumfoundation.eth,Entropy Advisors: Exclusively Working With Arbitrum DAO,1000,107579483.82031727
0xfd4085bda4daaa79445627ac2886656cdc1ef90cfbe0e8b82f955773cbfd4290,arbitrumfoundation.eth,Gaming Catalyst Program (GCP) Council Voting,1000,142177761.27097982
0xd096c5d610d4455bcae4bff719d18345939c5d6b20d56c6a1f37d0247ad10f71,arbitrumfoundation.eth,Pilot for a Questbook Jumpstart fund for problem definition and DAO improvement,1000,86673947.41534209
0x249a8e8aef5dc59da18b72e7d14ace5197ec6242675ab7f82b3d3f17f71bb13b,arbitrumfoundation.eth,Improving Predictability in Arbitrum DAO’s Operations,1000,99047213.93747066
0x0e6052ecf62577ec99ee7f1312c6c56ccbfc8599304b6f8c324888da0a5ab97e,arbitrumfoundation.eth,Approval of STEP committee recommendations,1000,98418371.76344584
